id;name;latitude;longitude;tel;address
8184;Ecole élémentaire Painleve et maternelle LouiseMichel;3.89820129835213;43.6103086585132;334 67 65 73 72;501 avenue de la Pompignane
8185;Ecole élémentaire André Malraux;3.90796877117967;43.6023794136883;334 67 20 35 50; rue Joan Miro
8186;Ecole maternelle Aliénord'Aquitaine  Ecole élémentaire Ronsard;3.86476856812559;43.5883499187015;334 67 27 46 12;694 700 rue JacquesBounin
8586;Ecole maternelle HélčneBoucher  Ecole élémentaire Alain Savary;3.83960207154238;43.5965413645581;334 67 42 52 84;240 quai Flora Tristan
37;PATINOIRE VEGAPOLIS;3.91489064198098;43.602921092364;334 99 52 26 00;  Place de France
38;CAP OMEGA;3.91427706563654;43.6186093179109;334 67 59 30 01;  rond point Benjamin Franklin
1;Maison de la Démocratie;3.87908236528558;43.6053221062472;334 67 34 88 00;16 rue de la République
36;PALAIS DES SPORTS R.BOUGNOL;3.87431551914803;43.6380432875803;334 67 52 76 14;1000 avenue du Val de Montferrand
34;STADE DE LA MOSSON;3.81316551139018;43.6218734259555;334 67 75 74 16;  avenue de Heidelberg
35;STADE Y. DU MANOIR;3.85003952477294;43.5936066049919;334 67 13 60 00;  avenue de la Vanničre
25;Cimetičre SaintLazare;3.89042519654181;43.6259993549014;334 34 88 91 88;2 Rondpoint du Souvenir Francais
39;S.F.M.A.;3.93573865229816;43.615604406629;334 67 22 83 78;  avenue albert Einstein
42;DOMAINE DE LA PROVIDENCE;3.85389338631754;43.5886305715036;334 99 64 25 80;1784  avenue de Toulouse
43;RDC PAVILLON JUNON;3.89083244223548;43.6081660487656;334 67 13 69 27;50 Place Zeus
44;RDC PAVILLON ZEUS;3.89081690272683;43.607867073982;334 67 13 69 27;50 Place Zeus
45;PAVILLON ZEUS (Salle Marianne);3.8909210790639;43.6079754857748;334 67 13 69 27;50 Place Zeus
46;E.S.B.A.M.A.;3.88438057985894;43.6169436621472;334 99 58 32 87;130 rue Yehudi
47;MONTPELLIER DANCE;3.87836845320669;43.6139907693126;334 67 60 83 60;18 rue Sainte Ursule
49;TAM;3.88022105891879;43.6089439482991;334 67 07 63 79;  Parking comédie centre ville
50;TAM;3.8823869996754;43.614027141943;334 67 07 63 79;  Parking Corum
48;CRR;3.87409663236646;43.6104339147789;334 67 66 88 46;14 rue Eugčne Lisbonne
52;Université Montpellier 1 UFR d'Economie  (1er étage, ŕ côté des bureaux de l'administration);3.89956526846159;43.6037249115369;334 34 43 24 44;  avenue raymond Dugrand
53;Université Montpellier 1 UFR AES (1er étage, en face de la salle des professeurs);3.89991647950113;43.6031038239536;334 34 43 23 33;  Espace richter  avenue raymond Dugrand
54;Université Montpellier 1 ISEM IPAG (Loge);3.8990452616492;43.6042583122995;334 67 15 85 46;  Espace richter Bât b Vendémiaire
55;Université Montpellier 1 Services Mutualisés Richter PC Securité;3.89848332737752;43.6041787367752; ;  Espace richter Bât E, BIU, MdE, rue  Vendémiaire
56;Université Montpellier 1 UFR Droit (accueil bâtiment1);3.87717348844078;43.6140581900109;334 67 61 54 00;39 rue de l'université
57;Université Montpellier 1 UFR Droit (accueil bâtiment2);3.87633524704572;43.6138609616681; ;   
58;Université Montpellier 1 UFR Médecine (Loge bâtiment Historique);3.87354908506104;43.6129518919493;334 67 60 10 00;2 rue Ecole de Médecine
59;Université Montpellier 1 UFR Médecine(Loge Institut biologie);3.87409703065037;43.6150688295983; ;   
60;Université Montpellier 1 UFR Odontologie (Hall Premier Etage Bât A);3.82353503787645;43.6362496909879;334 67 10 44 70;545 avenue du Professeur J.L Viala
61;Université Montpellier 1 UFR Pharmacie (LogeBât A);3.86189867362492;43.6232361057971;334 67 54 80 00;15 avenue Charles Flahault
62;Université Montpellier 1 UFR Pharmacie (Galerie ŕ côté de la pharmacie expérimentale);3.8603402170245;43.6220496076373; ;   
63;Université Montpellier 1 UFR Staps (Bâtiment A);3.85386508994242;43.640831380761;334 67 41 57 00;700 avenue du Pic SaintLoup
64;Université Montpellier 1  UFR Staps (P1);3.84875777279032;43.6393278747054; ;   
41;MEDIATHEQUE E.ZOLA;3.89315694705602;43.608483862643;334 67 34 87 00;218 Bd de l'aéroport International
40;MUSEE FABRE;3.88015207315543;43.6117202906494;334 67 14 83 00;13 rue Montpelliéret
65;Université Montpellier 1  UFR Staps (Palais des Sports);3.84872343140147;43.640197118504; ;   
66;Université Montpellier 2 PC Securite;3.86080921105514;43.6320479085899;334 67 14 31 11;   
67;Université Montpellier 2 Secrétariat IAE;3.86173928351398;43.6324310691736;334 67 14 31 11;  place Eugčne Bataillon
68;Université Montpellier 2 Couloir  de la présidence 1er étage;3.86403642262064;43.6320955526935;334 67 14 31 11;   
69;Université Montpellier 2 Laboratoire AREVA;3.86719128633918;43.6340354985462;334 67 14 31 11;   
70;UniversitéMontpellier 2 SCOPPS;3.8665193877703;43.6329423332129;334 67 14 31 11;   
71;Université Montpellier 2 Laboratoire L2C;3.86500069981502;43.6325272748877;334 67 14 31 11;   
72;Université  Montpellier 2  Centre Sportif Universitaire     Piscine;3.86372264420178;43.6347707457061;334 67 14 31 11;   
73;Université Montpellier 2  Centre Sportif Universitaire Gymnase;3.8641198049599;43.6344311397566;334 67 14 31 11;  rue Emile Jeanbreau
74;Université Montpellier 2 HALL IEM;3.86621604792164;43.6350134802475;334 67 14 31 11;   
75;Universite paul valery montpellier 3 Loge Entrée;3.8698729699205;43.631099676961;334 67 14 55 23;  aenue Val de montferrand
76;Universite paul valery  montpellier 3  batiment Marc Bloch;3.86914573260106;43.632740409527;334 67 14 55 23;  route de mende
77;Université Paul Valéry  montpellier 3 Site Saint Charles  Loge Entrée;3.87378575738926;43.616562438846;334 67 14 55 23;  rue du Professeur Henri Serre
78;Montpellier Ecole National Supérieure de Chimie;3.86759227817794;43.6208396376922;334 67 14 72 83;8 rue de l'école Normale
79;Montpellier Ecole National Supérieure de Chimie (Laboratoire);3.83738327819023;43.6371761102564;334 67 14 72 83;104  rue de la galéra
80;Montpellier Ecole National Supérieure de Chimie;3.83828532267566;43.6375711160617;334 67 14 72 83;220  rue de la galéra
81;CROUS de MONTPELLIER Restaurants Universitaires  Boutonnet;3.8694077952186;43.6234756755059;334 67 63 52 06;2  rue Emile Duployé  MONTPELLIEr Cedex
82;CROUS de MONTPELLIER Restaurants Universitaires Triolet;3.86018126793363;43.6311912855421;334 67 63 50 16;106 avenue Profeseur Joseph anglada
83;CROUS de MONTPELLIER Restaurants Universitaires VertBois;3.87086356104298;43.6348289563195;334 67 63 66 45;205  rue de la Chęnaie
84;CROUS de MONTPELLIER Services Centraux;3.87001131725213;43.6224491764632;334 67 41 50 08;2  rue Monteil
85;CROUS de MONTPELLIER Restaurants Universitaires Richter;3.89922794429122;43.6028938366167;334 67 15 84 47;80  rue Brumaire
86;CREPS;3.86618005450302;43.6191123393872; ;2  avenue Charles Flahault
87;Maison des sports (Sport Et Psychologie) Hérault Sport;3.86583327274774;43.6183424189979;334 67 54 82 29;200  avenue du Pčre Soulas
88;Hérault Sport;3.83559889989769;43.6416646460533;334 67 54 82 29;747 avenue des apothicaires Parc Euromédecine
89;Lycée Frédéric Bazille;3.86390111725397;43.6460180785944;334 67 63 89 87;3224  route de Mende
90;Lycée Jean Mermoz;3.89080547110243;43.6108635011925;334 67 20 60 00;717  avenue Jean Mermoz
91;Lycée Léonard de Vinci;3.82313205489235;43.6271809942454;334 67 10 40 10;  rue du Professeur Blayac
92;Lycée Jules Ferry;3.84226725112952;43.605252884695;334 67 10 74 01;270  avenue de la colline
93;Caisse Primaire d'Assurance Maladie;3.87110913258834;43.6065196452474;334 99 52 54 49;29  cours Gambetta
94;Caisse Primaire d'Assurance Maladie;3.82126951487528;43.6322019208238;334 99 52 54 49;90 allée almicare Calvetti
95;Caisse d'assurance retraite et de la Santé au travail;3.87064337089253;43.6068847469056;334 67 12 94 72;29  cours Gambetta
96;Caisse d'assurance retraite et de la Santé au travail;3.91465549371452;43.6068978788984;334 67 12 94 72;101 place pierre Duhem
97;Préfecture de l'Hérault;3.87675684396933;43.6114960548742;334 67 61 60 45;34 Place des Martyrs de la résistance
98;Cour d'appel;3.87282077771908;43.6112848768186;334 34 08 81 92;1  rue Foch
99;Tribunal de grande instance;3.8691479289519;43.6102006010178;334 67 12 61 09;  Place Pierre Flotte
100;Gare Sncf de Montpellier St Roch;3.88084499064934;43.6047523711786;336 25 91 00 28;1  Place auguste Gibert
101;Hotel de Police de Montpellier;3.89161634280513;43.6035139140821;334 99 13 50 00;206  avenue du Comté de Melgueil
102;Pharmacie de L'Europe;3.82007582238242;43.6418758814019;334 67 75 16 37;2600  avenue de l'europe
103;Pharmacie de l'ovalie;3.84964177363434;43.5950384385676;334 67 27 71 72;2750  Boulevard Paul Valery
104;Pharmacie Ravoire;3.86983035989801;43.6147553694929;334 67 63 38 84;33  rue du Faubourg Saint JaUMES
105;Citroen montpellier;3.88299726397185;43.5906567896867;334 67 12 67 01;730  avenue des pres d'arenes
106;Grand Garage de l'Hérault Peugeot Montpellier  (commerce);3.88118577437497;43.5829591232002;334 67 06 25 02;905  rue de l'industrie
107;Grand Garage de l'Hérault Peugeot Montpellier (atelier);3.88146333986189;43.5835668518977;334 67 06 25 02;905  rue de l'industrie
108;Centre commercial Polygone  PC Sécurité  (es1 montpellier);3.88578386410133;43.6083221374792;334 67 99 41 60;1  rue des Pertuisanes
109;Fnac Montpellier;3.88567009594461;43.608533084106;334 34 09 06 55;1  rue des Pertuisanes
110;Galeries La Fayette;3.88553290689801;43.6081092145638;334 67 64 83 00;1  rue des Pertuisanes
111;Géant casino Prés d'Arčnes (Pc Sécurité);3.88808520626918;43.5862644458562;334 67 86 43 69;504  avenue du mas d'argelliers
112;Géant casino Celleneuve (Pc Sécurité);3.83992050905989;43.6125224311885;334 67 86 43 69;129  bis avenue de Lodčve
113;Centre Commercial Odysseum;3.92046111883039;43.6045260380493;334 67 13 50 55;2  place de Lisbonne
114;Magasin IKEA;3.92438334078154;43.6041477471678; ;  Odysseum
115;Chronopost;3.86885456195379;43.5772303288348;334 67 99 11 03;1129   rue de la castelle
116;DELL;3.91169364237597;43.6184228878598;06 58 57 85 24;1  rondpoint Benjamin Franklin
117;France 3 Sud Montpellier;3.90921456014705;43.6145659123288;334 67 20 30 40;10  allée John Napier
118;France Telecom;3.83704296453264;43.6384175373801;334 67 14 66 66;245  rue de la Galéra
119;Sanofi Aventis;3.82943567841906;43.6234283009483;334 99 77 78 79;371  rue professeur Blayac
120;Veolia Eau;3.91517282386098;43.6120967007913;334 67 20 73 73;765  rue Henri Becquerel
121;Banque de France;3.85350131999517;43.6102729686678;334 67 06 79 74;98  avenue de Lodčve
122;Mutuelle des motards;3.84315523323025;43.6424574698295;334 67 72 73 20;1056  rue de la croix verte
123;Mutuelle des motards;3.84351019571161;43.6430362841049;334 67 72 73 20;1027  rue de la croix verte
124;Groupama Sud;3.867481832318;43.6031265540167;334 67 34 78 86;  Place Jean antoine de Chaptal
125;Montpellier beton SERVANT Prestations;3.89578184236649;43.5877632340741;334 67 92 15 10;1 rue de la Premičre Écluse
126;Hôtel IBIS Centre Comédie;3.88315926966268;43.6089881351732;334 99 13 29 99;  allée Jules Milhau
127;Hôtel IBIS Montpellier Sud;3.89172751069681;43.5892502415571;334 67 58 82 30;164  avenue palavas
128;Hotel mercure;3.89407184291324;43.6089445188651;334 67 20 63 63;  Carrefour de l'aeroport
129;Hotel mercure centre;3.8854753573672;43.6090903135975;334 67 99 89 89;  rue de la Spirale
130;Hôtel NOVOTEL;3.89234988568983;43.5895487282724;334 99 52 34 34;125  avenue Palavas
131;CRS 56;3.90653256197039;43.6122198713679;334 67 13 17 00;1  rue Louis Lépine
132;Accueil clinique du millenaire Accueil;3.91375495574723;43.6020754548258;334 99 53 61 03;220  bd penelope
133;Accueil clinique du millenaire Urgences;3.91353994702831;43.6014966056336;334 99 53 61 03;220  bd penelope
134;Ametra;3.89226743701407;43.6075603899477;334 67 84 76 40;201  place de Thessalie
135;apec;3.89052747927575;43.6087911382346; ;170  rue leon blum
136;Arcade SFGE;3.89422319849901;43.6019066429198; ;  rue de la Constituante
137;ASPM SECTION AFPS;3.91678045385988;43.611353296793; ;1635  avenue albert Einstein
138;Cafétéria UFR AES;3.89935221425315;43.6030249922346; ;257269 rue Vendémiaire
139;Caisse MSA Languedoc;3.867250286063;43.6029957689173; ;4  place Jean antoine de Chaptal
140;Centre Mutualiste Neurologique PROPARA;3.83221035574634;43.6433843141123; ;263  rue du Caducée
141;Communaute d Agglomeration de Montpellier;3.89064145141298;43.6076132315809; ;50  place Zeus
142;D.D.S.I.S. HERAULT;3.86542464036371;43.6103113008688; ;2  rue DuvalJouve
143;DDTM34  site du Millénaire;3.91125187744154;43.6121329795403; ;233  rue Guglielmo Marconi
144;Ecole Supérieure Des Beaux Arts;3.88398301810422;43.6171934501755; ;130  rue Yehudi Menuhin
145;Faculté de Droit;3.87687940434081;43.6137133197333; ;  rue de l'Ecole Mage
146;faculte de pharmacie;3.86185837760728;43.6239507119399; ;15  avenue charles flahault
147;fafsea;3.92771430517088;43.6106200937034; ;2460  avenue albert einstein
148;Hotel des impots;3.81969693135514;43.6323422859628; ;10  rue de louvois
149;Inset de Montpellier;3.89825153894021;43.6039740534604; ;76  Place de la révolution
150;maison agriculture;3.86633331762405;43.6038860774514; ;  place chaptal
151;TALCO LR;3.90506059873315;43.6138087342656; ;40  rue de Pinville
152;Zenith Sud;3.93074699761313;43.6128228687641; ;  avenue albert Einstein
153;Action d'Urgence Internationale;3.85255900020707;43.593528824292; ;1401  rue de fontcouverte
154;Cfpmea;3.89423706945795;43.590608758839; ;501  des metairies de saysset
155;Amphitheatre d'O;3.83507761857429;43.6351213416664; ;121  rue de la Carriérasse
156;Bâtiment k Iut montpellier 2;3.85149583197922;43.6350358291583; ;139  avenue d'Occitanie
157;Bibliotheque st charles;3.87258313923407;43.6155361284741; ;  rue auguste broussonnet
158;Centre de formation professionnel croix rouge;3.83009542710286;43.6415334938949; ;  rue de la valesičre
159;CHRU;3.86151287229827;43.6295976589593; ;  avenue augustin Fliche
160;CHRU euromed;3.8350137109333;43.6425510750446; ;  rue du caduce
161;CHU Lapeyronie hall d'accueil;3.85207584346259;43.6301375251917; ;  Pont Lapeyronie
162;CHRU lapeyronie;3.85081292585135;43.6313022653456; ;  avenue du doyen gaston giraud
163;Ipl santé envirronement durable Méditerrranée;3.84083470538795;43.6447155958689; ;778  rue de la croix verte
164;Les Jardins de Grasse;3.83534242876355;43.6375404973304; ;1482  rue de SaintPriest
165;Parcs Nationaux de France;3.87871734331072;43.6474178462261; ;1037  rue Jean François Breton
166;Cirad;3.86843080997092;43.6504884332442; ;  avenue agropolis
168;Boulodrome Bernard Gasset;3.84329173229139;43.5967806417754; ;122  avenue Maurice Plančs
167;IRC KLESIA AGIRC ARRCO;3.88335468668432;43.6090204702181;334 67 58 56 46;26 allée Jules Milhau
172;GESTARE Foyer d'hebergement d'urgence OUSTAL;3.88173411450129;43.6080668596732;334 67 58 90 21;14  rue alfred Bruyas
173;Maison des adolescents de l'hérault (MDA34);3.8781326569264;43.6059489536478;334 67  92 99 19;9  rue de la république
174;Boulangerie Patisserie LES PAINS DE MILA;3.8526285382251;43.5881764750795;334 67 71 52 13;482 avenue du Mondial de rugby
175;Extra SHOT (salon de thé);3.87914071648409;43.6118620114604;337 68 20 18 69;44 rue de l'aiguillerie
176;Au pays du soleil Levant;3.87016772275376;43.6085171469819;336 13 72 06 10;46 rue du Faubourg du Courreau
2979;Zoo de Lunaret;3.87319632529271;43.6404472080779;334 67 54 45 20;50 avenue agropolis
2980;Zoo de Lunaret;3.87346840734586;43.6409437259243;334 67 54 45 20;  avenue agropolis
4180;Gymnase Jean Bouin;3.82081921967322;43.6327880433471;334 67 75 44 43; Avenue du Biterrois
6984;Centre Culturel Rabelais;3.88032026773112;43.6106902122358;334 67 34 71 33;29 boulevard Sarrail
12984; ;3.86982233698134;43.6127835439949; ;1 place Jacques Mirouse, MONTPELLIER 1 place Jacques Mirouse, MONTPELLIER
12589;Maison pour tous André Chamson;3.83522303051943;43.6092732449105;334 67 75 10 55;105 rue Gustave Eiffel
